"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","ASIA RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Canada","36.3","1530","15","13","","18","Denver","United States","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","Detroit","United States","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","Houston","United States","Consulate / Consulate-General","Consulate"
"Canada","36.3","1530","15","13","","18","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","Minneapolis","United States","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","New York","United States","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","San Diego","United States","Consulate / Consulate-General","Consulate"
"Canada","36.3","1530","15","13","","18","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","Seattle","United States","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Canada","36.3","1530","15","13","","18","Vienna","Austria","Permanent Mission","Mission to OSCE"
"Canada","36.3","1530","15","13","","18","Brussels","Belgium","Permanent Mission","Mission to EU"
"Canada","36.3","1530","15","13","","18","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Canada","36.3","1530","15","13","","18","Paris","France","Permanent Mission","Mission to OECD"
"Canada","36.3","1530","15","13","","18","Paris","France","Permanent Mission","Mission to UNESCO"
"Canada","36.3","1530","15","13","","18","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Canada","36.3","1530","15","13","","18","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Canada","36.3","1530","15","13","","18","Geneva","Switzerland","Permanent Mission","Mission to WTO"
"Canada","36.3","1530","15","13","","18","New York","United States","Permanent Mission","Mission to UN"
"Canada","36.3","1530","15","13","","18","Washington DC","United States","Permanent Mission","Mission to OAS"
"Canada","36.3","1530","15","13","","18","Ramallah","Palestine*","Other","Representative Office"
"Canada","36.3","1530","15","13","","18","Taipei","Taiwan*","Other","Trade Office"
"Chile","17.9","247","","16","","22","Algiers","Algeria","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Canberra","Australia","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Vienna","Austria","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Brussels","Belgium","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Ottawa","Canada","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Beijing","China","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Bogota","Colombia","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Havana","Cuba","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Quito","Ecuador","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Cairo","Egypt","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","San Salvador","El Salvador","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Helsinki","Finland","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Paris","France","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Berlin","Germany","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Accra","Ghana","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Athens","Greece","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Guatemala City","Guatemala","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Georgetown","Guyana","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Port-au-Prince","Haiti","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Tegucigalpa","Honduras","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Budapest","Hungary","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","New Delhi","India","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Dublin","Ireland","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Rome","Italy","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Kingston","Jamaica","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Tokyo","Japan","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Amman","Jordan","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Nairobi","Kenya","Embassy / High Commission","Embassy & Mission to UNEP and UN-HABITAT"
"Chile","17.9","247","","16","","22","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Rabat","Morocco","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Oslo","Norway","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Panama City","Panama","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Lima","Peru","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Manila","Philippines","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Warsaw","Poland","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Bucharest","Romania","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Singapore","Singapore","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Madrid","Spain","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Bern","Switzerland","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Ankara","Turkey","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","London","United Kingdom","Embassy / High Commission","Embassy"
"Chile","17.9","247","","16","","22","Washington DC","United States","Embassy / High Commission","Embassy"
