"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","ASIA RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Argentina","43.8","546","14","","","15","Concepcion","Chile","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Puerto Montt","Chile","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Punta Arenas","Chile","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Santiago","Chile","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Valparaiso","Chile","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Guayaquil","Ecuador","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Bonn","Germany","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Hamburg","Germany","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Rome","Italy","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Mexico City","Mexico","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Asuncion","Paraguay","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Ciudad del Este","Paraguay","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Encarnacion","Paraguay","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Lima","Peru","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Johannesburg","South Africa","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Barcelona","Spain","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Cadiz","Spain","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Madrid","Spain","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Palma de Mallorca","Spain","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Tenerife","Spain","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Vigo","Spain","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","London","United Kingdom","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Atlanta","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","New York","United States","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Colonia del Sacramento","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Fray Bentos","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Maldonado","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Montevideo","Uruguay","Consulate / Consulate-General","Consulate-General"
"Argentina","43.8","546","14","","","15","Paysandu","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Salto","Uruguay","Consulate / Consulate-General","Consulate"
"Argentina","43.8","546","14","","","15","Brussels","Belgium","Permanent Mission","Mission to EU"
"Argentina","43.8","546","14","","","15","Paris","France","Permanent Mission","Mission to UNESCO"
"Argentina","43.8","546","14","","","15","Rome","Italy","Permanent Mission","Mission to FAO"
"Argentina","43.8","546","14","","","15","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Argentina","43.8","546","14","","","15","New York","United States","Permanent Mission","Mission to UN"
"Argentina","43.8","546","14","","","15","Washington DC","United States","Permanent Mission","Mission to OAS"
"Argentina","43.8","546","14","","","15","Montevideo","Uruguay","Permanent Mission","Mission to MERCOSUR"
"Argentina","43.8","546","14","","","15","Ramallah","Palestine*","Other","Representative Office"
"Argentina","43.8","546","14","","","15","Taipei","Taiwan*","Other","Representative Office"
"Australia","24.1","1205","18","20","","28","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Vienna","Austria","Embassy / High Commission","Embassy & Mission to UN"
"Australia","24.1","1205","18","20","","28","Dhaka","Bangladesh","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Brussels","Belgium","Embassy / High Commission","Embassy & Mission to EU"
"Australia","24.1","1205","18","20","","28","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Phnom Penh","Cambodia","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Ottawa","Canada","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Santiago","Chile","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Beijing","China","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Bogota","Colombia","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Nicosia","Cyprus","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Cairo","Egypt","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Suva","Fiji","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Paris","France","Embassy / High Commission","Embassy and Delegation to UNESCO"
"Australia","24.1","1205","18","20","","28","Berlin","Germany","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Accra","Ghana","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Athens","Greece","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","New Delhi","India","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Dublin","Ireland","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Rome","Italy","Embassy / High Commission","Embassy & Mission to FAO"
"Australia","24.1","1205","18","20","","28","Tokyo","Japan","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Amman","Jordan","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Nairobi","Kenya","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Tarawa","Kiribati","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Vientiane","Lao People's Democratic Republic","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Kuala Lumpur","Malaysia","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Malta (Ta'xbiex)","Malta","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Port Louis","Mauritius","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Pohnpei","Micronesia Federated States of","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Ulaanbaatar","Mongolia","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Nauru","Nauru","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Kathmandu","Nepal","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Wellington","New Zealand","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Abuja","Nigeria","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Islamabad","Pakistan","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Port Moresby","Papua New Guinea","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Lima","Peru","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Manila","Philippines","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Warsaw","Poland","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Doha","Qatar","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Apia","Samoa","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Singapore","Singapore","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Honiara","Solomon Islands","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Pretoria","South Africa","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Madrid","Spain","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Colombo","Sri Lanka","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Bangkok","Thailand","Embassy / High Commission","Embassy & Mission to UN/ESCAP"
"Australia","24.1","1205","18","20","","28","Dili","Timor-Leste","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Nuku'Alofa","Tonga","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Port of Spain","Trinidad and Tobago","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Ankara","Turkey","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","London","United Kingdom","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Washington DC","United States","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Port Vila","Vanuatu","Embassy / High Commission","High Commission"
"Australia","24.1","1205","18","20","","28","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"Australia","24.1","1205","18","20","","28","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Toronto","Canada","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Chengdu","China","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Chennai","India","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Denpasar","Indonesia","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Makassar","Indonesia","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Surabaya","Indonesia","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Milan","Italy","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Fukuoka","Japan","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Osaka","Japan","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Sapporo","Japan","Consulate / Consulate-General","Consulate (Austrade)"
"Australia","24.1","1205","18","20","","28","Noumea","New Caledonia (French territory)","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Auckland","New Zealand","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Lae","Papua New Guinea","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Geneva","Switzerland","Consulate / Consulate-General","Consulate-General & Mission to WTO"
"Australia","24.1","1205","18","20","","28","Phuket","Thailand","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Canakkale","Turkey","Consulate / Consulate-General","Consulate"
"Australia","24.1","1205","18","20","","28","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Honolulu","United States","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Houston","United States","Consulate / Consulate-General","Consulate (Austrade)"
"Australia","24.1","1205","18","20","","28","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","New York","United States","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","San Francisco","United States","Consulate / Consulate-General","Consulate-General (Austrade)"
"Australia","24.1","1205","18","20","","28","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Australia","24.1","1205","18","20","","28","Paris","France","Permanent Mission","Delegation to OECD"
"Australia","24.1","1205","18","20","","28","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Australia","24.1","1205","18","20","","28","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Australia","24.1","1205","18","20","","28","New York","United States","Permanent Mission","Mission to UN"
"Australia","24.1","1205","18","20","","28","Ramallah","Palestine*","Other","Representative Office"
"Australia","24.1","1205","18","20","","28","Taipei","Taiwan*","Other","Australian Office"
"Austria","8.7","386","","24","","35","Tirana","Albania","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Algiers","Algeria","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Canberra","Australia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Minsk","Belarus","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Brussels","Belgium","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Ottawa","Canada","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Santiago","Chile","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Beijing","China","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Bogota","Colombia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Havana","Cuba","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Cairo","Egypt","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Talinn","Estonia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Helsinki","Finland","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Paris","France","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Tbilisi","Georgia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Berlin","Germany","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Athens","Greece","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Budapest","Hungary","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","New Delhi","India","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Dublin","Ireland","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Rome","Italy","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Tokyo","Japan","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Amman","Jordan","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Astana","Kazakhstan","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Pristina","Kosovo*","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Riga","Latvia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Tripoli","Libya","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Luxembourg","Luxembourg","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Chisinau","Moldova Republic of","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Podgorica","Montenegro","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Rabat","Morocco","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Oslo","Norway","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Lima","Peru","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Manila","Philippines","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Warsaw","Poland","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Doha","Qatar","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Bucharest","Romania","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Dakar","Senegal","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Singapore","Singapore","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Ljubljana","Slovenia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Madrid","Spain","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Bern","Switzerland","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Damascus","Syrian Arab Republic","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Ankara","Turkey","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","London","United Kingdom","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Washington DC","United States","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Austria","8.7","386","","24","","35","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Austria","8.7","386","","24","","35","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Austria","8.7","386","","24","","35","Strasbourg","France","Consulate / Consulate-General","Consulate-General"
"Austria","8.7","386","","24","","35","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"Austria","8.7","386","","24","","35","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Austria","8.7","386","","24","","35","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Austria","8.7","386","","24","","35","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Austria","8.7","386","","24","","35","New York","United States","Consulate / Consulate-General","Consulate-General"
"Austria","8.7","386","","24","","35","Vienna","Austria","Permanent Mission","Mission to UN/Int'l Orgs"
"Austria","8.7","386","","24","","35","Brussels","Belgium","Permanent Mission","Mission to EU"
"Austria","8.7","386","","24","","35","Paris","France","Permanent Mission","Mission to UNESCO"
"Austria","8.7","386","","24","","35","Strasbourg","France","Permanent Mission","Mission to CoE"
"Austria","8.7","386","","24","","35","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Austria","8.7","386","","24","","35","New York","United States","Permanent Mission","Mission to UN"
"Austria","8.7","386","","24","","35","Ramallah","Palestine*","Other","Representative Office"
"Austria","8.7","386","","24","","35","Taipei","Taiwan*","Other","Austria Bureau"
"Bangladesh","163","221","","","12","44","Algiers","Algeria","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Canberra","Australia","Embassy / High Commission","High Commission"
"Bangladesh","163","221","","","12","44","Vienna","Austria","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Manama","Bahrain","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Brussels","Belgium","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Thimphu","Bhutan","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","High Commission"
"Bangladesh","163","221","","","12","44","Ottawa","Canada","Embassy / High Commission","High Commission"
"Bangladesh","163","221","","","12","44","Beijing","China","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Cairo","Egypt","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Paris","France","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Berlin","Germany","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Athens","Greece","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","New Delhi","India","Embassy / High Commission","High Commission"
"Bangladesh","163","221","","","12","44","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Rome","Italy","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Tokyo","Japan","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Amman","Jordan","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Nairobi","Kenya","Embassy / High Commission","High Commission"
"Bangladesh","163","221","","","12","44","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Tripoli","Libya","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Kuala Lumpur","Malaysia","Embassy / High Commission","High Commission"
"Bangladesh","163","221","","","12","44","Male","Maldives","Embassy / High Commission","High Commission"
"Bangladesh","163","221","","","12","44","Port Louis","Mauritius","Embassy / High Commission","High Commission"
"Bangladesh","163","221","","","12","44","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Bangladesh","163","221","","","12","44","Rabat","Morocco","Embassy / High Commission","Embassy"
