"COUNTRY","POPULATION (M)","GDP (B, USD)","G20 RANK","OECD RANK","OVERALL RANK","POST CITY","POST COUNTRY","TYPE OF POST","POST TYPE TITLE"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Lagos","Nigeria","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Oslo","Norway","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Muscat","Oman","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Karachi","Pakistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Panama City","Panama","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Port Moresby","Papua New Guinea","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Lima","Peru","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Manila","Philippines","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Warsaw","Poland","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Doha","Qatar","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Bucharest","Romania","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Kigali","Rwanda","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Dakar","Senegal","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Singapore","Singapore","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Madrid","Spain","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Colombo","Sri Lanka","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Khartoum","Sudan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Bern","Switzerland","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Dushanbe","Tajikistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Dili","Timor-Leste","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Ankara","Turkey","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Ashgabat","Turkmenistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Kampala","Uganda","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","London","United Kingdom","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Washington DC","United States","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Holy See","Holy See (Vatican City State)","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Melbourne","Australia","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Vancouver","Canada","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Chengdu","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Qingdao","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Shenyang","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Wuhan","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Xian","China","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Hamburg","Germany","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Chennai","India","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Milan","Italy","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Fukuoka","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Hiroshima","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Kobe","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Nagoya","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Niigata","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Osaka","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Sapporo","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Sendai","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Yokohama","Japan","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Auckland","New Zealand","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Cebu","Philippines","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Irkutsk","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Vladivostok","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Jeddah","Saudi Arabia","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Las Palmas","Spain","Consulate / Consulate-General","Consulate"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Atlanta","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Boston","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Honolulu","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","New York","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Seattle","United States","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Paris","France","Permanent Mission","Mission to OECD"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Paris","France","Permanent Mission","Mission to UNESCO"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Jakarta","Indonesia","Permanent Mission","Mission to ASEAN"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Geneva","Switzerland","Permanent Mission","Mission to UN/Int'l Orgs"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","New York","United States","Permanent Mission","Mission to UN"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Dalian","China","Other","Consular Office"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Malabo","Equatorial Guinea","Other","Office of the Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Tbilisi","Georgia","Other","Office of the Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Bonn","Germany","Other","Office of the Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Riga","Latvia","Other","Office of the Embassy"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Ramallah","Palestine*","Other","Representative Office"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Yuzhno-Sakhalinsk","Russian Federation","Other","Consular Office"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Taipei","Taiwan*","Other","Representative Office"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Anchorage","United States","Other","Consular Office"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Dallas","United States","Other","Consular Office"
"Korea Republic of (South Korea)","50.4","1410","11","9","12","Hagatna","Guam (US territory)","Other","Consular Office"
"Luxembourg","0.6","65","","33","41","Vienna","Austria","Embassy / High Commission","Embassy & Mission to OSCE/UN"
"Luxembourg","0.6","65","","33","41","Brussels","Belgium","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Beijing","China","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Paris","France","Embassy / High Commission","Embassy & Mission to OECD/UNESCO"
"Luxembourg","0.6","65","","33","41","Berlin","Germany","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Athens","Greece","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","New Delhi","India","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Rome","Italy","Embassy / High Commission","Embassy & Mission to FAO"
"Luxembourg","0.6","65","","33","41","Tokyo","Japan","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Vientiane","Lao People's Democratic Republic","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","The Hague","Netherlands","Embassy / High Commission","Embassy & Permanent Mission"
"Luxembourg","0.6","65","","33","41","Warsaw","Poland","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Dakar","Senegal","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Madrid","Spain","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Bern","Switzerland","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Bangkok","Thailand","Embassy / High Commission","Embassy & Permanent Mission"
"Luxembourg","0.6","65","","33","41","Ankara","Turkey","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","London","United Kingdom","Embassy / High Commission","Embassy & Mission to IOM"
"Luxembourg","0.6","65","","33","41","Washington DC","United States","Embassy / High Commission","Embassy"
"Luxembourg","0.6","65","","33","41","Brussels","Belgium","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","65","","33","41","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","65","","33","41","Strasbourg","France","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","65","","33","41","Geneva","Switzerland","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","65","","33","41","New York","United States","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","65","","33","41","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Luxembourg","0.6","65","","33","41","Washington DC","United States","Consulate / Consulate-General","Consulate"
"Luxembourg","0.6","65","","33","41","Brussels","Belgium","Permanent Mission","Mission to EU"
"Luxembourg","0.6","65","","33","41","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Luxembourg","0.6","65","","33","41","New York","United States","Permanent Mission","Mission to UN"
"Luxembourg","0.6","65","","33","41","Taipei","Taiwan*","Other","Office"
"Mexico","125.4","1295","13","10","14","Algiers","Algeria","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Yerevan","Armenia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Canberra","Australia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Vienna","Austria","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Brussels","Belgium","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Belmopan","Belize","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","La Paz","Bolivia Plurinational State of","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Ottawa","Canada","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Santiago","Chile","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Beijing","China","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Bogota","Colombia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Havana","Cuba","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Quito","Ecuador","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Cairo","Egypt","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","San Salvador","El Salvador","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Helsinki","Finland","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Paris","France","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Berlin","Germany","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Accra","Ghana","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Athens","Greece","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Guatemala City","Guatemala","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Georgetown","Guyana","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Port-au-Prince","Haiti","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Tegucigalpa","Honduras","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Budapest","Hungary","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","New Delhi","India","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Dublin","Ireland","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Rome","Italy","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Kingston","Jamaica","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Tokyo","Japan","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Amman","Jordan","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Rabat","Morocco","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Oslo","Norway","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Panama City","Panama","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Lima","Peru","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Manila","Philippines","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Warsaw","Poland","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Doha","Qatar","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Bucharest","Romania","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Castries","Saint Lucia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Singapore","Singapore","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Madrid","Spain","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Bern","Switzerland","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Ankara","Turkey","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","London","United Kingdom","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Washington DC","United States","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Holy See","Holy See (Vatican City State)","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Mexico","125.4","1295","13","10","14","Rio de Janeiro","Brazil","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Calgary","Canada","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Vancouver","Canada","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Frankfurt","Germany","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Quetzaltenango","Guatemala","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Tecun Uman","Guatemala","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","San Pedro Sula","Honduras","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Milan","Italy","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","San Juan","Puerto Rico (US territory)","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Barcelona","Spain","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Istanbul","Turkey","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Albuquerque","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Anchorage","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Atlanta","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Austin","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Boise","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Boston","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Brownsville","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Calexico","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Dallas","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Del Rio","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Denver","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Detroit","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Douglas","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Eagle Pass","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","El Paso","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Fresno","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Indianapolis","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Kansas City","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Laredo","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Las Vegas","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Leamington","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Little Rock","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","McAllen","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Mexico","125.4","1295","13","10","14","Milwaukee","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","New Orleans","United States","Consulate / Consulate-General","Consulate"
"Mexico","125.4","1295","13","10","14","New York","United States","Consulate / Consulate-General","Consulate-General"
