"send_country","meta_population_millions","meta_gdp_usd_billions"
"Bhutan",0.8,3
"Bhutan",0.8,3
"Bhutan",0.8,3
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brazil",209.5,1869
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Brunei Darussalam",0.4,14
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Cambodia",16.2,25
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
"Canada",37.1,1713
